作者ID,姓名,简介
828553f171564081,崔道融,崔道融，唐代诗人。其诗作多写羁旅漂泊、人生感慨等，风格清新自然，以五绝著称，有《申唐诗》等作品传世。
f7f704b42ece3d51,杜耒,杜耒，南宋诗人。字子野，号小山。其诗多写自然景色与日常生活，风格清新自然，有《小山集》传世。
d9a8a7c94e7c748f,司马迁,司马迁，西汉史学家、文学家、思想家。因李陵之祸受宫刑，忍辱负重著《史记》，被后世尊称为“史迁”“太史公”。
2d11ff90faef43c8,张岱,张岱是明末清初文学家、史学家。出身仕宦世家，早年生活优裕，明亡后避居山中，著有《陶庵梦忆》《西湖梦寻》等。
f7ce47d2e2fb1d48,王建,王建，唐代诗人。出身寒微，一生潦倒。其诗题材广泛，以乐府诗成就最高，多反映社会现实与民生疾苦。
d201c2853100bbd8,张泌,张泌，五代十国时期南唐词人。其词多写男女之情，风格细腻委婉，语言工丽，在花间词派中别具一格。
fda93c79275b812a,诸葛亮,诸葛亮，字孔明，三国时期蜀汉丞相。才智超群，辅佐刘备建立蜀汉，鞠躬尽瘁，为兴复汉室殚精竭虑。
742287ecf19ef6db,李峤,李峤，唐代诗人。历仕五朝，官至中书令。其诗多咏物之作，辞采华丽，对唐代律诗和歌行的发展有一定影响。
4db5272b4d14741c,周敦颐,周敦颐，北宋哲学家，著有《太极图说》《通书》等。其理学思想影响深远，开创宋明理学之先河，为人清正廉洁。
4542f937309897d5,蔡松年,蔡松年为金代文学家。官至右丞相，封卫国公。其词多写个人闲逸生活，文辞清丽，有《明秀集》传世。
412349182fa225de,萧绎,萧绎即梁元帝，自幼聪慧，好读书，善文学、绘画。在位期间，平定侯景之乱，后江陵失陷被杀，有《金楼子》等著作。
c7b47524dc0535f8,王士祯,王士祯，清初杰出文学家。其诗风清秀澄淡，创“神韵”说，诗作颇丰，在文坛影响深远，著作有《带经堂集》等。
ea89251b712828ae,沈周,沈周是明代杰出画家，字启南，号石田等。长于山水画，兼工花鸟、人物，画法多样，为“吴门四家”之首。
4d5cad795462a4c4,吴师道,吴师道，元代诗人、学者。字正传，婺州兰溪人。博学多才，工词章，对经史亦有研究，著有《吴正传文集》等。
3ca5d74efb4a4bb8,魏徵,魏徵，唐初政治家、思想家。以直言敢谏著称，辅佐唐太宗共创“贞观之治”，所著《谏太宗十思疏》等影响深远。
f52d66b4a43b114b,罗贯中,罗贯中，元末明初小说家。名本，字贯中，号湖海散人。著有《三国演义》等，对中国文学发展影响深远。
a69b66ccbc1a4746,陈尧佐,陈尧佐，字希元，号知余子。北宋大臣、诗人。为官有政绩，善治水，工诗善文，著有《潮阳编》等。
de60a4b9cf85bac6,刘安,刘安是西汉时期淮南王，好读书鼓琴，善为文辞，广招宾客方术之士，编撰了《淮南子》，其思想兼儒、道等多家。
bb8fba18aaa7065e,韦嗣立,韦嗣立，唐代官员，进士出身。曾多次任职，在政治上有一定作为，以正直敢言著称，其政绩和文学才华皆受时人称赞。
8a2b4a39081ff324,张宁,张宁，明代诗人、书画家。景泰五年进士，授礼科给事中，后官至都给事中。有《方洲集》等作品，诗文书画皆有一定造诣。
e254f9d5d6aaab89,罗钦顺,罗钦顺为明代学者，字允升，号整庵。他在理学等方面有深入研究，著有《困知记》等，对后世思想发展有重要影响。
f9f795ff0a381337,庄周,庄周，战国时期道家学派代表人物。他崇尚自由，主张顺应自然，其思想深邃独特，著有《庄子》，对后世哲学等影响深远。
dc1a924dcfc07142,贾谊,贾谊是西汉初年著名政论家、文学家。他年少有才，力主改革，却遭排挤，其政论、辞赋皆具影响力。
a7255bc5f4e7b3d6,李纲,李纲，北宋末、南宋初抗金名臣。字伯纪，福建邵武人。靖康元年力主抗金，后被罢官。南宋时又多次遭贬，但其爱国之志不渝。
f95faa1680512b4c,鲍照,鲍照，南朝宋文学家。出身寒微，才思敏捷。其诗风格俊逸豪放，对后世诗歌发展影响深远，有《鲍参军集》传世。
a9cf7619716a8d6f,张可久,张可久是元代著名散曲家，仕途坎坷，一生未仕。其作品多写山水胜景、风花雪月，风格典雅清丽，存世作品数量众多。
5d956932612065bc,王磐,王磐，明代散曲家。字鸿渐，号西楼。一生不仕，纵情山水。其散曲题材广泛，风格清俊，在明代散曲中颇具特色。
6f3d716a2d7cfc91,乔吉,乔吉，元代散曲家、杂剧作家。其作品风格清丽，多以男女爱情、写景咏物等为题材，在元曲创作领域颇有成就。
50e3c1770c46d3ca,宋方壶,宋方壶，元末明初散曲家。其作品多写闲适生活与男女之情，风格质朴自然，在元明散曲创作中颇具特色。
ebfd3f012e047e83,王实甫,王实甫是元代著名戏曲作家，著有《西厢记》等。其作品文采斐然，擅长刻画人物心理，对元杂剧发展贡献重大。
ba99ddaabf175ec9,张鸣善,张鸣善为元代散曲家。其作品风格多样，以讽刺世态炎凉等内容著称，在元曲创作领域有一定地位与影响力。
bcd68641f4a3cf72,关汉卿,关汉卿是元代杂剧奠基人，“元曲四大家”之首。其剧作题材广泛，风格多样，以《窦娥冤》等作品闻名于世。
04427be646d7c6ab,曹雪芹,曹雪芹，清代文学家。家道中落，历经坎坷。以坚韧毅力创作《红楼梦》，该书堪称中国古典小说巅峰之作。
b7f92e2c8527240d,赵秉文,赵秉文为金代著名文学家、学者。他博学多才，工诗善文，在文坛影响较大，其作品风格多样，著述颇丰。
eaa83506c7ce3a29,刘克庄,刘克庄，南宋诗人、词人、诗论家。一生仕宦坎坷，诗词风格多样，题材广泛，其作品在文学史上有重要地位。
bed0167fd6fdf13b,朱淑真,朱淑真，宋代女诗人，生于仕宦家庭，工诗善画，才情出众。其诗词多写个人情感，情感细腻，流传有《断肠诗集》等。
996cc30a2eec2c4e,谢枋得,谢枋得，南宋末年著名文学家、爱国诗人。力抗元军，兵败后隐居，后被强迫北行，绝食而死，著有《叠山集》等。
9144a652b3b9c973,宋祁,宋祁，北宋文学家、史学家。官至工部尚书、翰林学士承旨。与兄宋庠并有文名，时称“二宋”，其词多写个人生活。
53bf947e18651355,陈知玄,陈知玄，唐代高僧。幼即聪慧，出家后广研佛法，学识渊博，备受尊崇，对佛教教义阐释贡献颇大。
66114fdf4d5da752,张旭,张旭，唐代书法家，性好酒，世称“张颠”。其草书成就极高，笔法狂放不羁，与怀素并称“颠张醉素”，对后世书法影响深远。
eafd350075848739,严蕊,严蕊是南宋中期女词人。她才华出众，善诗词，因遭朱熹迫害仍坚守气节，其作品多写个人身世之感，词风婉约。
587c74a2adaae8fe,贾至,贾至，字幼邻，唐代诗人。官至中书舍人等职。其诗多为伤乱怀旧之作，辞藻华丽，《全唐诗》存其诗一卷。
394570d477509aa5,万俟咏,万俟咏是北宋末南宋初词人。其词作多应制、谀颂之作，也有清新自然之作。曾多次应考不第，后以词自名。
7197474bc2066501,王驾,王驾，唐代诗人。其诗风清新自然，代表作有《社日》《雨晴》等。与郑谷、司空图等交往密切，在当时诗坛有一定地位。
e7174be8ee3d86fb,张先,张先，北宋词人。其词多写男女之情与宴游之乐，善用“影”字，有“张三影”之称，对宋词发展有一定贡献。
1c4ad8872366d6c5,屈复,屈复，清代诗人。其诗多写个人身世感慨，风格清逸。著有《弱水集》等，在清代诗坛有一定地位。
743c32c123b6fcfc,江开,江开，南宋时期词人。生平资料记载较少，其词风多写羁旅愁思等，作品在南宋词坛有一定特色。
66ab6b9b6883237e,孙绰,孙绰，东晋时期玄言诗代表作家。博学善文，工于书法，其诗多以玄理入诗，辞藻优美，在当时文坛颇具影响力。
09601d9760ad94a6,姚鼐,姚鼐，清代著名散文家，为桐城派代表人物之一。其文风格简洁，讲究义理、考据、辞章，著有《惜抱轩诗文集》等。
f8d940ff8ec347e2,张耒,张耒，北宋诗人，为“苏门四学士”之一。其诗风格平易自然，语言晓畅，多反映社会生活与民生疾苦。
44551aa1407142ba,赵翼,赵翼，清代文学家、史学家。学问渊博，长于史学考订。其诗与袁枚、蒋士铨齐名，著作有《廿二史札记》《瓯北诗集》等。
583ad89e4afe846f,郭璞,郭璞为东晋著名学者、文学家、训诂学家。博学多才，好古文奇字，注释《尔雅》等，其诗赋亦有佳作，擅长占卜。
7df5799cb6266384,洪亮吉,洪亮吉，清代经学家、文学家。博通经史、音韵及地理。其文辞犀利，工骈文，著有《春秋左传诂》《洪北江全集》等。
9fc40f21c6d5e30a,司空图,司空图，晚唐诗人、诗论家。官至知制诰、中书舍人。其诗多表现山林隐逸生活，诗论有《二十四诗品》等。
18ae10cef32b6c13,林杰,林杰，唐代诗人。自幼聪慧，才思敏捷，擅长作诗，其作品多以奇幻瑰丽之笔描绘神话传说等，留存诗作虽不多却颇受赞誉。
e97234d586f750c3,苏味道,苏味道为唐代诗人，赵州栾城人。年少成名，官至宰相，处事模棱两可，有“苏模棱”之称，其诗多应制之作。
ae24effbec066990,王守仁,王守仁，明代著名思想家、文学家、军事家、教育家。创立阳明心学，提出“致良知”等重要思想，影响深远。
d42e88f009d93a73,赵长卿,赵长卿，宋代词人，自号仙源居士。其词多写个人情感，风格多样，有清新自然之作，也有沉郁感伤之篇。
72575f4200f01f36,张祜,张祜，唐代诗人。家世显赫，性耿介，不趋炎附势。其诗风沉郁，多写宫词、边塞等题材，有《张处士诗集》存世。
ff0618f878ce565d,叶颙,叶颙，南宋时期官员。为人正直敢言，历仕多职，以清廉刚正著称，在政治上有一定作为，其事迹在宋史等典籍中有记载。
b93bfc15454b600c,袁凯,袁凯，字景文，号海叟，元末明初诗人。其诗风多样，才情出众，著有《海叟集》，在明初诗坛有一定地位。
630316614c3708c5,崔涂,崔涂，唐代诗人。终生飘泊，多羁旅之愁。其诗多以飘泊生活为题材，风格苍凉，如《春夕》等作较有名。
94bbcd51290cb165,李世民,李世民为唐朝第二位皇帝，在位期间开创贞观之治，文治武功卓越，善用人纳谏，推动唐朝走向繁荣昌盛。
9d8756108750f3ce,戴复古,戴复古，南宋江湖派诗人。一生不仕，浪游江湖，其诗多写山水风光、民生疾苦，风格自然清新，语言通俗明畅。
62136d8a3912f94a,史青,史青，唐代诗人。聪敏强记，曾于除夕进诗唐玄宗，其诗构思敏捷，文采斐然，展现出非凡才华。
3a8c1eb9b44c3a1f,文徵明,文徵明，明代杰出书画家。诗文书画皆擅，工行草，小楷精妙，山水画风细秀，其作品在当时及后世影响深远。
0833dcbc45d0d960,姜夔,姜夔，字尧章，号白石道人，南宋文学家、音乐家。其词风清空峭拔，善用清刚之笔，所作多有佳篇，对后世词坛影响深远。
b4b204608fd9bf9b,毛滂,毛滂，北宋词人。其词风清圆明润，多写闲适生活与男女之情。仕途坎坷，有不少佳作流传，如《临江仙·都城元夕》等。
4d1d99506251e3b3,赵鼎,赵鼎是南宋政治家、词人。他两度为相，力主抗金，后因秦桧陷害，绝食而死，有《忠正德文集》等作品。
168dba0b9d2bff31,刘辰翁,刘辰翁是宋末元初著名文学家，其词多写亡国之痛，风格沉郁悲怆，诗词造诣颇高，在文学史上有重要地位。
17d9f1b8cc90293e,韩翃,韩翃，唐代诗人。其诗多写送别唱和题材，笔法轻巧，写景别致，在大历十才子中声誉颇高，代表作有《寒食》等。
e147c9302aa5de18,韩偓,韩偓，晚唐诗人。其诗多写艳情，风格绮丽。曾仕唐，因朱温之乱南依王审知，有《香奁集》等作品传世。
0279ae566843e9b2,孟云卿,孟云卿，唐代诗人。一生坎坷，仕途不顺。其诗多反映社会现实与民生疾苦，风格质朴，为唐代诗歌发展贡献独特力量。
6f93ae6a8247ca20,杨徽之,杨徽之，字仲猷，建州浦城人。五代十国南唐时举进士，入宋后历仕多职，以诗闻名，其诗风清峭，有《杨文公诗集》。
01f970451110038c,云表,不太明确你说的“云表”具体所指哪位作者。请补充更多关于该作者的相关信息，以便我能准确为你提供简介。
c644e82b283f8cc5,仲殊,仲殊，北宋僧人、词人。俗姓张，名挥，字师利。安州人。博通经史，能文善词，其词风清逸超旷。
62a07402de2b27f6,沈佺期,沈佺期，唐代诗人。与宋之问齐名，并称“沈宋”。其诗多应制之作，词藻华丽，格律严谨，对律诗定型有重要贡献。
6d1b305326c5824e,王禹偁,王禹偁为北宋诗人、散文家，性刚直，遇事敢言，以直躬行道为己任，其诗文风格质朴，多反映社会现实。
1d428e457ce43cb6,高翥,高翥，南宋诗人。一生未仕，游荡江湖，足迹遍布江南。其诗多写田园生活与羁旅之愁，风格质朴清新。
271fbf0c557b5f27,吴惟信,吴惟信，南宋诗人。其诗作多写山水景色与羁旅之感，风格清婉，在南宋诗坛有一定地位，作品流传较广。
1e4c4f0caf858147,高启,高启是元末明初著名诗人，才情出众，其诗风格豪放清新。因卷入政治事件，遭朱元璋忌恨，被腰斩于南京，年仅39岁。
337d0a2d518f689f,张炎,张炎，宋末元初词人，其词多写个人身世之感，风格清疏空灵，有《山中白云词》，对后世词坛影响深远。
917520028277a7a3,屈大均,屈大均，明末清初著名学者、诗人。以诗名世，其诗多写家国之思，风格豪迈奔放，为岭南诗派代表人物之一。
ed4a954dd16b9bab,程颢,程颢，北宋哲学家、教育家，理学奠基者。其学说以“仁”为核心，主张通过内心修养达天理，对后世理学发展影响深远。
7cc9b0e7ae27fa33,顾太清,顾太清为清代著名女词人。她才情出众，诗词俱佳，其作品多展现细腻情感与独特生活感悟，在文学史上颇具声名。
1a930035e43a047d,殷尧藩,殷尧藩，唐代诗人。其诗多写景状物，风格清新自然。曾官至永乐县令，有不少诗作流传，展现出独特文学风貌。
3e308bb2dddf92b1,文秀,文秀，唐代诗僧。其诗作多为感怀、写景之作，风格质朴，对社会现实有所反映，在唐代诗坛有一定地位。
ef372ee66e7c1c75,舒頔,舒頔，字道原，绩溪人。元末隐居山中，有文名。曾任台州学正等职，其诗风古朴，多写个人生活与社会景象。
e54848c25952ac74,黄裳,黄裳，字勉仲，号演山，北宋词人。其词风婉约，有不少佳作。还著有多种著作，在文学、音乐等领域有一定贡献。
06affb1f82340f54,贝琼,贝琼，元末明初诗人。其诗风清俊温厚，著有《清江贝先生诗集》等。博学多闻，以文章知名，在当时文坛颇具声誉。
1964d7dd98b9d679,李隆基,李隆基即唐玄宗，开创开元盛世，使唐朝达到全盛。后期怠政致安史之乱，唐朝由盛转衰，其一生波澜壮阔。
afa7df6a311f4a55,卢挚,卢挚，字处道，号疏斋，元代著名文学家。诗文皆擅，文风质朴自然，其作品在当时颇具影响力。
5de1a7a7008c0c9d,杨朴,杨朴，字契元，宋初诗人。性恬淡，不应科举，常垂钓为乐。其诗质朴清新，受当时人赞赏，有独特风格。
9387bd57a049e0c5,张埜,张埜，元代诗人。其诗风清逸，有不少作品流传。曾游历多地，所作诗词多抒发个人情怀与对自然景色的描绘。
5fae28128f966a23,德容,不太明确你说的“德容”具体所指哪位作者。请补充更多关于这位作者的信息，比如所处时代、代表作品等，以便我准确为你简介。
73e571c5bfa7e675,吕渭老,吕渭老，字圣求，嘉兴人。善作词，风格婉媚深窈，语言工丽，多写个人身世之感，今存词一百余首。
2bcea276a8ecf2fa,徐有贞,徐有贞，明代大臣、书画家。初名珵，因策划夺门之变封武功伯。有才智谋略，却也狡黠善变，后因罪被谪戍金齿。
ebab5910990f2087,皮日休,皮日休，唐代诗人、文学家。字袭美，号逸少，又号醉吟先生。其诗文多针砭时弊，与陆龟蒙并称“皮陆”。
d9fbfb3397e90295,郭震,郭震，唐代名将、诗人。少有大志，才兼文武。曾参与军事，镇守边疆，有诗名，其作品多展现不凡抱负与壮阔情怀。
d973a35cef08f1c4,曹组,曹组，北宋词人。善作诗词，其词多写闺情及羁旅之思。曾多次参加科举，仕途坎坷，有不少作品流传于世。
